age,tenure,monthly_charges,num_products,support_calls,churn,charge_per_tenure,support_intensity,is_high_value
47,60,75.22,3,7,0,1.2331147540983607,0.11475409836065574,1
22,61,70.08,1,2,0,1.1303225806451613,0.03225806451612903,1
57,46,88.62,1,5,1,1.8855319148936172,0.10638297872340426,1
47,40,85.27,3,6,1,2.0797560975609755,0.14634146341463414,1
51,47,119.2,2,6,1,2.4833333333333334,0.125,1
47,29,119.94,1,3,1,3.9979999999999998,0.1,1
46,48,71.65,4,3,0,1.4622448979591838,0.061224489795918366,1
22,57,29.52,3,4,0,0.5089655172413793,0.06896551724137931,0
47,55,92.78,3,0,0,1.6567857142857143,0.0,1
59,44,117.67,4,7,1,2.614888888888889,0.15555555555555556,1
33,5,51.83,4,0,0,8.638333333333334,0.0,0
49,52,66.12,4,4,0,1.2475471698113207,0.07547169811320754,0
19,27,62.48,2,6,1,2.2314285714285713,0.21428571428571427,0
36,53,25.14,4,0,0,0.46555555555555556,0.0,0
40,39,87.23,3,9,1,2.18075,0.225,1
69,63,55.33,3,3,0,0.86453125,0.046875,0
29,25,98.75,4,0,0,3.798076923076923,0.0,1
32,67,103.21,1,6,0,1.5177941176470586,0.08823529411764706,1
39,60,102.12,2,5,1,1.6740983606557378,0.08196721311475409,1
69,24,61.67,1,6,1,2.4668,0.24,0
62,35,52.15,2,7,0,1.448611111111111,0.19444444444444445,0
19,38,94.88,2,4,0,2.4328205128205127,0.10256410256410256,1
30,55,100.14,4,8,1,1.7882142857142858,0.14285714285714285,1
60,49,69.13,4,3,0,1.3825999999999998,0.06,0
21,61,109.3,2,5,1,1.7629032258064516,0.08064516129032258,1
62,27,69.43,2,1,0,2.4796428571428573,0.03571428571428571,0
32,36,107.91,3,6,1,2.9164864864864866,0.16216216216216217,1
65,31,29.61,4,2,0,0.9253125,0.0625,0
33,65,35.35,4,6,0,0.5356060606060606,0.09090909090909091,0
40,22,73.38,1,8,1,3.1904347826086954,0.34782608695652173,1
52,42,26.75,1,8,0,0.622093023255814,0.18604651162790697,0
24,9,25.28,3,9,1,2.528,0.9,0
46,61,20.05,2,1,0,0.3233870967741936,0.016129032258064516,0
44,28,63.63,1,1,0,2.194137931034483,0.034482758620689655,0
58,25,97.46,1,9,1,3.7484615384615383,0.34615384615384615,1
69,42,23.48,2,3,0,0.546046511627907,0.06976744186046512,0
52,36,85.23,2,0,0,2.3035135135135136,0.0,1
39,61,102.31,3,2,1,1.6501612903225806,0.03225806451612903,1
39,38,36.8,1,8,1,0.9435897435897436,0.20512820512820512,0
39,37,34.69,3,3,0,0.9128947368421052,0.07894736842105263,0
60,8,106.08,3,0,0,11.786666666666667,0.0,1
34,2,102.31,2,7,1,34.10333333333333,2.3333333333333335,1
26,29,73.89,1,1,0,2.463,0.03333333333333333,1
35,71,101.92,3,3,0,1.4155555555555557,0.041666666666666664,1
19,66,29.28,3,0,0,0.43701492537313436,0.0,0
23,45,59.45,2,6,1,1.2923913043478261,0.13043478260869565,0
22,45,93.78,2,4,1,2.0386956521739132,0.08695652173913043,1
58,28,45.75,3,8,1,1.5775862068965518,0.27586206896551724,0
55,13,95.23,2,3,1,6.802142857142857,0.21428571428571427,1
54,1,70.42,2,2,1,35.21,1.0,1
42,25,95.03,2,1,1,3.6550000000000002,0.038461538461538464,1
55,23,66.47,2,2,0,2.7695833333333333,0.08333333333333333,0
26,14,56.79,3,4,1,3.786,0.26666666666666666,0
64,19,69.43,2,0,0,3.4715000000000003,0.0,0
44,2,40.84,2,4,1,13.613333333333335,1.3333333333333333,0
66,44,95.15,3,8,1,2.1144444444444446,0.17777777777777778,1
25,66,31.89,2,7,0,0.4759701492537314,0.1044776119402985,0
43,50,28.6,1,6,0,0.5607843137254902,0.11764705882352941,0
54,32,37.63,4,8,1,1.1403030303030304,0.24242424242424243,0
43,30,37.53,1,7,1,1.2106451612903226,0.22580645161290322,0
41,22,102.31,3,6,1,4.4482608695652175,0.2608695652173913,1
26,11,59.85,2,8,1,4.9875,0.6666666666666666,0
37,43,119.04,1,1,0,2.7054545454545456,0.022727272727272728,1
30,41,33.72,1,8,0,0.8028571428571428,0.19047619047619047,0
33,1,85.35,4,2,1,42.675,1.0,1
53,30,64.87,2,7,1,2.0925806451612905,0.22580645161290322,0
50,20,69.43,2,9,1,3.3061904761904763,0.42857142857142855,0
49,13,107.51,3,4,1,7.679285714285714,0.2857142857142857,1
36,50,117.56,1,0,1,2.3050980392156863,0.0,1
67,38,107.29,3,3,1,2.7510256410256413,0.07692307692307693,1
22,45,39.23,2,4,0,0.8528260869565216,0.08695652173913043,0
35,51,42.08,3,9,0,0.8092307692307692,0.17307692307692307,0
24,70,85.61,1,9,1,1.205774647887324,0.1267605633802817,1
35,57,48.91,4,5,0,0.8432758620689654,0.08620689655172414,0
68,45,93.47,1,9,1,2.03195652173913,0.1956521739130435,1
37,63,76.64,3,4,0,1.1975,0.0625,1
65,34,75.09,3,4,1,2.1454285714285715,0.11428571428571428,1
43,70,102.85,2,8,1,1.4485915492957746,0.11267605633802817,1
54,55,91.05,1,6,1,1.625892857142857,0.10714285714285714,1
41,47,22.66,2,5,0,0.47208333333333335,0.10416666666666667,0
31,65,24.95,4,4,0,0.378030303030303,0.06060606060606061,0
57,37,69.43,4,7,1,1.827105263157895,0.18421052631578946,0
68,52,68.62,4,7,0,1.2947169811320756,0.1320754716981132,0
31,21,46.02,1,4,0,2.091818181818182,0.18181818181818182,0
58,69,61.87,3,0,0,0.8838571428571428,0.0,0
31,45,95.79,1,1,0,2.0823913043478264,0.021739130434782608,1
55,56,102.66,3,1,0,1.8010526315789472,0.017543859649122806,1
59,33,76.12,2,4,1,2.2388235294117647,0.11764705882352941,1
41,62,58.54,3,6,0,0.9292063492063491,0.09523809523809523,0
56,6,47.07,3,8,1,6.724285714285714,1.1428571428571428,0
32,9,72.19,4,2,0,7.218999999999999,0.2,1
22,37,51.47,2,7,1,1.3544736842105263,0.18421052631578946,0
23,53,69.43,2,6,0,1.2857407407407409,0.1111111111111111,0
41,58,87.67,3,0,0,1.4859322033898306,0.0,1
64,32,26.61,1,3,0,0.8063636363636364,0.09090909090909091,0
24,47,20.11,1,3,0,0.4189583333333333,0.0625,0
41,40,41.23,3,8,0,1.005609756097561,0.1951219512195122,0
54,69,109.45,4,9,1,1.5635714285714286,0.12857142857142856,1
28,47,84.63,3,8,1,1.7631249999999998,0.16666666666666666,1
55,30,37.2,4,5,0,1.2000000000000002,0.16129032258064516,0
33,69,109.03,1,4,1,1.5575714285714286,0.05714285714285714,1
60,8,67.0,2,3,1,7.444444444444445,0.3333333333333333,0
48,70,67.61,3,7,0,0.9522535211267605,0.09859154929577464,0
46,11,113.55,2,0,1,9.4625,0.0,1
27,21,25.95,1,2,0,1.1795454545454545,0.09090909090909091,0
42,59,41.52,1,1,0,0.6920000000000001,0.016666666666666666,0
62,53,78.58,4,4,0,1.4551851851851851,0.07407407407407407,1
19,69,39.55,3,2,0,0.565,0.02857142857142857,0
57,54,87.95,2,1,0,1.5990909090909091,0.01818181818181818,1
43,46,41.41,2,3,0,0.881063829787234,0.06382978723404255,0
55,25,29.92,1,8,0,1.1507692307692308,0.3076923076923077,0
52,1,40.7,4,5,1,20.35,2.5,0
40,9,62.27,1,8,1,6.227,0.8,0
34,22,37.61,4,9,1,1.6352173913043477,0.391304347826087,0
50,3,33.47,1,9,1,8.3675,2.25,0
25,37,106.03,2,3,1,2.790263157894737,0.07894736842105263,1
48,56,52.04,2,8,1,0.9129824561403509,0.14035087719298245,0
22,69,56.08,4,9,1,0.8011428571428572,0.12857142857142856,0
51,35,25.53,1,9,1,0.7091666666666667,0.25,0
50,63,55.74,2,3,0,0.8709375,0.046875,0
22,70,46.48,2,2,0,0.6546478873239436,0.028169014084507043,0
57,62,81.05,2,5,1,1.2865079365079364,0.07936507936507936,1
39,34,40.54,1,9,0,1.1582857142857144,0.2571428571428571,0
58,24,108.84,4,9,1,4.3536,0.36,1
20,70,112.97,2,5,1,1.5911267605633803,0.07042253521126761,1
27,18,29.98,2,1,0,1.5778947368421052,0.05263157894736842,0
43,30,30.74,2,4,0,0.9916129032258064,0.12903225806451613,0
27,6,31.53,4,7,1,4.5042857142857144,1.0,0
35,57,81.96,2,5,1,1.413103448275862,0.08620689655172414,1
52,47,32.2,2,3,0,0.6708333333333334,0.0625,0
25,7,105.24,2,3,1,13.155,0.375,1
53,16,95.43,2,0,0,5.6135294117647065,0.0,1
23,40,101.98,1,2,0,2.4873170731707317,0.04878048780487805,1
27,39,72.61,3,6,1,1.81525,0.15,1
48,57,119.67,1,2,0,2.0632758620689655,0.034482758620689655,1
59,19,24.42,1,9,1,1.221,0.45,0
26,66,60.13,1,0,0,0.8974626865671642,0.0,0
33,32,52.39,2,5,0,1.5875757575757576,0.15151515151515152,0
66,59,114.86,4,4,1,1.9143333333333332,0.06666666666666667,1
69,17,77.69,3,8,1,4.316111111111111,0.4444444444444444,1
48,3,100.62,4,8,1,25.155,2.0,1
41,4,37.03,2,5,1,7.406000000000001,1.0,0
36,27,117.86,4,6,1,4.2092857142857145,0.21428571428571427,1
49,68,69.86,1,6,1,1.012463768115942,0.08695652173913043,1
48,4,69.37,3,5,1,13.874,1.0,0
33,27,117.09,4,1,1,4.181785714285715,0.03571428571428571,1
19,8,58.07,3,4,1,6.452222222222222,0.4444444444444444,0
25,67,59.75,4,2,0,0.8786764705882353,0.029411764705882353,0
67,48,78.48,2,4,1,1.6016326530612246,0.08163265306122448,1
39,55,32.81,1,6,0,0.5858928571428572,0.10714285714285714,0
43,51,52.11,4,2,0,1.0021153846153845,0.038461538461538464,0
42,47,39.32,1,2,0,0.8191666666666667,0.041666666666666664,0
58,55,30.33,4,8,1,0.5416071428571428,0.14285714285714285,0
21,1,106.61,3,3,1,53.305,1.5,1
22,62,78.93,4,1,0,1.252857142857143,0.015873015873015872,1
32,53,55.87,2,7,0,1.0346296296296296,0.12962962962962962,0
43,53,60.87,4,7,0,1.1272222222222221,0.12962962962962962,0
52,28,63.15,1,8,1,2.1775862068965517,0.27586206896551724,0
43,57,83.31,2,7,0,1.4363793103448277,0.1206896551724138,1
40,28,112.68,1,9,1,3.8855172413793104,0.3103448275862069,1
66,4,113.28,4,5,1,22.656,1.0,1
26,65,59.15,3,2,0,0.8962121212121212,0.030303030303030304,0
47,17,52.93,4,8,1,2.9405555555555556,0.4444444444444444,0
46,8,65.1,4,2,1,7.2333333333333325,0.2222222222222222,0
42,45,76.79,2,2,0,1.6693478260869568,0.043478260869565216,1
59,17,66.18,1,8,1,3.676666666666667,0.4444444444444444,0
31,61,85.88,4,8,0,1.3851612903225805,0.12903225806451613,1
67,32,75.44,2,3,0,2.286060606060606,0.09090909090909091,1
35,1,52.07,1,7,1,26.035,3.5,0
46,68,54.57,4,9,1,0.7908695652173913,0.13043478260869565,0
45,37,57.86,4,7,1,1.5226315789473683,0.18421052631578946,0
62,19,29.46,2,0,0,1.473,0.0,0
40,49,36.61,4,6,0,0.7322,0.12,0
32,38,92.31,1,1,0,2.366923076923077,0.02564102564102564,1
19,3,69.43,1,8,1,17.3575,2.0,0
36,54,41.45,2,0,0,0.7536363636363637,0.0,0
60,29,76.27,3,9,1,2.542333333333333,0.3,1
18,50,95.55,1,1,1,1.8735294117647059,0.0196078431372549,1
64,64,45.74,1,4,0,0.7036923076923077,0.06153846153846154,0
46,44,102.68,3,2,0,2.281777777777778,0.044444444444444446,1
25,48,112.75,4,8,1,2.3010204081632653,0.16326530612244897,1
33,19,79.74,3,3,1,3.9869999999999997,0.15,1
46,17,69.43,4,7,1,3.8572222222222226,0.3888888888888889,0
34,30,25.26,4,0,0,0.8148387096774194,0.0,0
23,61,114.55,3,4,1,1.8475806451612902,0.06451612903225806,1
52,38,59.25,3,9,1,1.5192307692307692,0.23076923076923078,0
52,25,112.39,4,9,1,4.322692307692308,0.34615384615384615,1
24,56,77.9,2,2,0,1.3666666666666667,0.03508771929824561,1
32,61,20.46,1,3,0,0.33,0.04838709677419355,0
30,65,23.85,4,4,0,0.3613636363636364,0.06060606060606061,0
52,22,88.04,2,5,1,3.827826086956522,0.21739130434782608,1
55,51,76.27,4,5,1,1.4667307692307692,0.09615384615384616,1
55,42,22.65,2,1,0,0.5267441860465116,0.023255813953488372,0
66,32,94.35,4,7,1,2.859090909090909,0.21212121212121213,1
57,29,105.21,1,2,1,3.5069999999999997,0.06666666666666667,1
34,9,69.43,3,3,1,6.9430000000000005,0.3,0
23,20,66.58,2,8,1,3.1704761904761902,0.38095238095238093,0
49,40,20.55,2,6,0,0.501219512195122,0.14634146341463414,0
65,63,98.66,2,3,0,1.5415625,0.046875,1
68,62,53.07,4,9,0,0.8423809523809523,0.14285714285714285,0
29,14,107.88,2,3,1,7.191999999999999,0.2,1
30,49,57.31,4,5,0,1.1462,0.1,0
19,7,76.51,2,2,1,9.56375,0.25,1
25,48,47.03,1,1,0,0.959795918367347,0.02040816326530612,0
46,25,36.06,4,4,1,1.386923076923077,0.15384615384615385,0
46,32,97.49,1,5,1,2.954242424242424,0.15151515151515152,1
37,51,69.66,2,8,1,1.3396153846153847,0.15384615384615385,1
34,31,69.43,4,3,0,2.1696875,0.09375,0
61,58,116.54,4,8,1,1.9752542372881357,0.13559322033898305,1
41,38,116.36,4,6,1,2.9835897435897434,0.15384615384615385,1
60,71,105.56,2,0,0,1.4661111111111111,0.0,1
68,46,38.76,4,7,0,0.8246808510638297,0.14893617021276595,0
34,22,79.43,2,5,0,3.4534782608695656,0.21739130434782608,1
28,56,107.81,3,3,1,1.8914035087719299,0.05263157894736842,1
67,29,57.45,3,4,1,1.915,0.13333333333333333,0
51,38,30.11,1,3,0,0.772051282051282,0.07692307692307693,0
33,10,101.1,2,6,1,9.19090909090909,0.5454545454545454,1
50,9,68.18,2,5,1,6.8180000000000005,0.5,0
44,41,76.44,2,4,0,1.8199999999999998,0.09523809523809523,1
65,14,118.21,2,2,1,7.8806666666666665,0.13333333333333333,1
31,71,80.72,3,3,0,1.1211111111111112,0.041666666666666664,1
69,61,62.5,1,4,0,1.0080645161290323,0.06451612903225806,0
66,50,57.0,1,4,0,1.1176470588235294,0.0784313725490196,0
27,53,61.76,4,3,0,1.1437037037037037,0.05555555555555555,0
26,43,31.84,2,5,0,0.7236363636363636,0.11363636363636363,0
45,5,99.48,3,2,1,16.580000000000002,0.3333333333333333,1
20,28,103.77,3,5,1,3.578275862068965,0.1724137931034483,1
33,36,48.44,3,1,0,1.3091891891891891,0.02702702702702703,0
40,65,50.38,2,4,0,0.7633333333333334,0.06060606060606061,0
68,16,107.43,2,7,1,6.319411764705883,0.4117647058823529,1
69,36,22.4,4,8,1,0.6054054054054053,0.21621621621621623,0
25,25,72.05,4,6,1,2.771153846153846,0.23076923076923078,1
64,10,66.37,2,7,1,6.033636363636364,0.6363636363636364,0
22,8,89.01,3,0,0,9.89,0.0,1
56,26,36.34,4,3,0,1.345925925925926,0.1111111111111111,0
61,6,86.83,1,6,1,12.404285714285715,0.8571428571428571,1
64,5,57.67,4,8,1,9.611666666666666,1.3333333333333333,0
29,25,81.87,2,5,1,3.148846153846154,0.19230769230769232,1
64,15,24.01,4,8,1,1.500625,0.5,0
24,40,66.17,3,2,0,1.6139024390243903,0.04878048780487805,0
44,2,72.23,4,1,0,24.076666666666668,0.3333333333333333,1
42,22,41.43,1,0,0,1.8013043478260868,0.0,0
34,33,33.96,1,5,0,0.9988235294117648,0.14705882352941177,0
19,69,38.85,4,6,0,0.555,0.08571428571428572,0
58,46,54.41,3,2,0,1.157659574468085,0.0425531914893617,0
35,63,29.68,3,7,0,0.46375,0.109375,0
52,25,114.73,1,7,1,4.412692307692308,0.2692307692307692,1
39,32,60.5,1,3,0,1.8333333333333333,0.09090909090909091,0
37,30,100.9,4,2,0,3.2548387096774194,0.06451612903225806,1
64,64,117.44,2,7,1,1.8067692307692307,0.1076923076923077,1
22,69,28.07,3,6,0,0.401,0.08571428571428572,0
56,69,69.43,2,1,0,0.991857142857143,0.014285714285714285,0
56,54,107.14,2,2,0,1.948,0.03636363636363636,1
37,36,83.42,1,4,1,2.2545945945945944,0.10810810810810811,1
31,39,62.9,4,5,0,1.5725,0.125,0
18,70,63.11,4,1,0,0.8888732394366197,0.014084507042253521,0
66,21,23.59,1,9,1,1.0722727272727273,0.4090909090909091,0
67,25,73.46,2,3,0,2.825384615384615,0.11538461538461539,1
30,64,119.35,3,3,1,1.836153846153846,0.046153846153846156,1
19,28,115.87,2,0,1,3.9955172413793103,0.0,1
24,17,24.04,3,8,1,1.3355555555555556,0.4444444444444444,0
21,40,90.58,2,2,0,2.2092682926829266,0.04878048780487805,1
61,24,50.18,1,9,1,2.0072,0.36,0
64,64,110.3,2,4,1,1.696923076923077,0.06153846153846154,1
25,65,24.51,3,8,0,0.3713636363636364,0.12121212121212122,0
56,22,113.59,1,1,0,4.938695652173913,0.043478260869565216,1
27,38,103.75,4,1,1,2.66025641025641,0.02564102564102564,1
37,70,31.75,1,8,0,0.4471830985915493,0.11267605633802817,0
49,53,69.43,1,8,1,1.2857407407407409,0.14814814814814814,0
55,16,103.47,3,5,1,6.086470588235294,0.29411764705882354,1
63,42,35.58,3,0,0,0.8274418604651163,0.0,0
20,45,73.49,2,9,1,1.5976086956521738,0.1956521739130435,1
28,47,111.57,2,3,1,2.324375,0.0625,1
32,2,76.74,1,9,1,25.58,3.0,1
34,22,59.72,3,8,1,2.5965217391304347,0.34782608695652173,0
69,61,64.5,2,8,1,1.0403225806451613,0.12903225806451613,0
58,18,26.31,1,6,1,1.384736842105263,0.3157894736842105,0
34,22,116.88,2,6,1,5.081739130434783,0.2608695652173913,1
68,23,51.07,4,5,0,2.1279166666666667,0.20833333333333334,0
43,13,38.94,2,0,0,2.781428571428571,0.0,0
44,12,48.6,4,3,0,3.7384615384615385,0.23076923076923078,0
40,25,116.44,2,7,1,4.478461538461539,0.2692307692307692,1
25,63,29.43,1,8,0,0.45984375,0.125,0
66,1,106.73,2,5,1,53.365,2.5,1
18,21,90.78,2,7,1,4.126363636363636,0.3181818181818182,1
27,5,103.0,1,0,1,17.166666666666668,0.0,1
29,40,117.59,3,4,1,2.868048780487805,0.0975609756097561,1
32,18,104.22,2,5,1,5.485263157894737,0.2631578947368421,1
24,57,114.34,3,8,1,1.9713793103448276,0.13793103448275862,1
18,42,32.69,2,3,0,0.7602325581395348,0.06976744186046512,0
53,56,99.58,2,2,1,1.7470175438596491,0.03508771929824561,1
68,46,74.57,2,3,0,1.586595744680851,0.06382978723404255,1
24,32,74.35,1,1,0,2.253030303030303,0.030303030303030304,1
33,62,109.89,3,5,0,1.7442857142857142,0.07936507936507936,1
44,34,117.18,1,6,1,3.3480000000000003,0.17142857142857143,1
66,68,90.48,3,8,1,1.311304347826087,0.11594202898550725,1
54,71,68.29,4,9,0,0.9484722222222223,0.125,0
57,42,65.64,4,0,0,1.5265116279069768,0.0,0
48,48,58.63,2,2,0,1.196530612244898,0.04081632653061224,0
39,19,56.16,2,3,0,2.808,0.15,0
28,58,59.15,4,2,0,1.0025423728813558,0.03389830508474576,0
62,48,28.98,2,8,0,0.5914285714285714,0.16326530612244897,0
59,65,27.74,2,1,0,0.4203030303030303,0.015151515151515152,0
19,19,97.99,4,0,0,4.8995,0.0,1
55,56,64.61,4,8,0,1.1335087719298245,0.14035087719298245,0
22,34,113.07,4,9,1,3.2305714285714284,0.2571428571428571,1
56,14,81.22,1,2,1,5.414666666666666,0.13333333333333333,1
60,13,23.52,4,3,0,1.68,0.21428571428571427,0
24,40,35.75,1,5,0,0.8719512195121951,0.12195121951219512,0
40,23,40.58,3,5,1,1.6908333333333332,0.20833333333333334,0
24,8,117.57,4,9,1,13.063333333333333,1.0,1
47,31,41.87,3,4,1,1.3084375,0.125,0
66,47,71.58,4,0,0,1.49125,0.0,1
